"StateCode","RatingType","ClassCodeBldg","DisplayValue","DataValue"
"CW","Specific","0843","Auditoriums and Halls","Auditoriums and Halls"
"CW","Specific","0843","Exhibition or Convention Buildings","Exhibition or Convention Buildings"
"CW","Specific","0843","Gymnasiums - commercial","Gymnasiums - commercial"
"CW","Specific","0844","Amusement Centers","Amusement Centers"
"CW","Specific","0844","Amusement Parks - enclosed buildings used for recreational purposes","Amusement Parks - enclosed buildings used for recreational purposes"
"CW","Specific","0844","Archery Ranges - indoor","Archery Ranges - indoor"
"CW","Specific","0844","Arenas - Sports","Arenas - Sports"
"CW","Specific","0844","Bathhouses or Bathing Pavilions","Bathhouses or Bathing Pavilions"
"CW","Specific","0844","Billiard or Pool Halls","Billiard or Pool Halls"
"CW","Specific","0844","Campgrounds - Recreational Vehicle Parks - Recreational facilities","Campgrounds - Recreational Vehicle Parks - Recreational facilities"
"CW","Specific","0844","Caves - tourist attraction","Caves - tourist attraction"
"CW","Specific","0844","Children's Playcenters - indoor - Without cooking facilities","Children's Playcenters - indoor - Without cooking facilities"
"CW","Specific","0844","Community Recreational Facilities - not operated by governmental agency","Community Recreational Facilities - not operated by governmental agency"
"CW","Specific","0844","Fairgrounds - buildings other than restaurants","Fairgrounds - buildings other than restaurants"
"CW","Specific","0844","Golf Courses - miniature","Golf Courses - miniature"
"CW","Specific","0844","Grandstands or Bleachers - In buildings","Grandstands or Bleachers - In buildings"
"CW","Specific","0844","Health or Exercise Clubs or Facilities","Health or Exercise Clubs or Facilities"
"CW","Specific","0844","Parks or Playgrounds - enclosed buildings used for recreational purposes","Parks or Playgrounds - enclosed buildings used for recreational purposes"
"CW","Specific","0844","Picnic Grounds - commercially operated","Picnic Grounds - commercially operated"
"CW","Specific","0844","Race Tracks","Race Tracks"
"CW","Specific","0844","Racquet Sports and Handball Facilities - commercially operated","Racquet Sports and Handball Facilities - commercially operated"
"CW","Specific","0844","Recreational Facilities - NOC","Recreational Facilities - NOC"
"CW","Specific","0844","Rifle or Pistol Ranges","Rifle or Pistol Ranges"
"CW","Specific","0844","Saunas and Baths - public","Saunas and Baths - public"
"CW","Specific","0844","Skating Rinks - Ice","Skating Rinks - Ice"
"CW","Specific","0844","Skeet Shooting or Trap Shooting Ranges","Skeet Shooting or Trap Shooting Ranges"
"CW","Specific","0844","Spas or Personal Enhancement Facilities","Spas or Personal Enhancement Facilities"
"CW","Specific","0844","Stadiums","Stadiums"
"CW","Specific","0844","Sun Tanning Salons","Sun Tanning Salons"
"CW","Specific","0844","Swim Clubs","Swim Clubs"
"CW","Specific","0844","Swimming Pools - Indoor","Swimming Pools - Indoor"
"CW","Specific","0844","YMCA, YWCA, Youth Recreation Programs or Similar Institutions","YMCA, YWCA, Youth Recreation Programs or Similar Institutions"
"CW","Specific","0844","Zoos","Zoos"
"CW","Specific","0845","Campgrounds - girl scout, boy scout, church and YMCA camps, etc.","Campgrounds - girl scout, boy scout, church and YMCA camps, etc."
"CW","Specific","0846","Dance Halls, Ballrooms or Discotheques - no cooking","Dance Halls, Ballrooms or Discotheques - no cooking"
"CW","Specific","0851","Blood Banks","Blood Banks"
"CW","Specific","0851","Health Care Facilities - Hospitals","Health Care Facilities - Hospitals"
"CW","Specific","0852","Health Care Facilities - Homes for the aged and homes for the physically handicapped or orphaned","Health Care Facilities - Homes for the aged and homes for the physically handicapped or orphaned"
"CW","Specific","0852","Health Care Facilities - Inpatient alcohol and drug treatment; convalescent or nursing homes (not mental or psychopathic institu","Health Care Facilities - Inpatient alcohol and drug treatment; convalescent or nursing homes (not mental or psychopathic institu"
"CW","Specific","0852","Health Care Facilities - Mental - psychopathic institutions","Health Care Facilities - Mental - psychopathic institutions"
"CW","Specific","0900","Churches or Other Houses of Worship","Churches or Other Houses of Worship"
"CW","Specific","0911","Laundry and Dry Cleaning or Dyeing Receiving Stations - With pressing","Laundry and Dry Cleaning or Dyeing Receiving Stations - With pressing"
"CW","Specific","0911","Laundries and Dry Cleaning Plants - Dry Cleaning including dyeing","Laundries and Dry Cleaning Plants - Dry Cleaning including dyeing"
"CW","Specific","0911","Textile Bleaching and Dyeing","Textile Bleaching and Dyeing"
"CW","Specific","0912","Laundries and Dry Cleaning Plants - Commercial Laundries","Laundries and Dry Cleaning Plants - Commercial Laundries"
"CW","Specific","0912","Laundry Rental Service - no laundry or dry cleaning on premises","Laundry Rental Service - no laundry or dry cleaning on premises"
"CW","Specific","0913","Laundries and Dry Cleaners - self-service","Laundries and Dry Cleaners - self-service"
"CW","Specific","0913","Laundry and Dry Cleaning Stores","Laundry and Dry Cleaning Stores"
"CW","Specific","0921","Art Studios","Art Studios"
"CW","Specific","0921","Barber Shops","Barber Shops"
"CW","Specific","0921","Beauty Parlors and Hair Styling Salons","Beauty Parlors and Hair Styling Salons"
"CW","Specific","0921","Ceramics - With shop work - hobby or instructional","Ceramics - With shop work - hobby or instructional"
"CW","Specific","0921","Copying and Duplicating Services - retail","Copying and Duplicating Services - retail"
"CW","Specific","0921","Crematories","Crematories"
"CW","Specific","0921","Dental Laboratories","Dental Laboratories"
"CW","Specific","0921","Diagnostic Testing Laboratories","Diagnostic Testing Laboratories"
"CW","Specific","0921","Laboratories - X-Ray, Dental, or Medical","Laboratories - X-Ray, Dental, or Medical"
"CW","Specific","0921","Mail Box or Packaging Stores","Mail Box or Packaging Stores"
"CW","Specific","0921","Mailing or Addressing Companies","Mailing or Addressing Companies"
"CW","Specific","0921","Mausoleums","Mausoleums"
"CW","Specific","0921","Motion Pictures - Development of negatives, printing and all subsequent operations","Motion Pictures - Development of negatives, printing and all subsequent operations"
"CW","Specific","0921","Music Studios","Music Studios"
"CW","Specific","0921","Nail Salons","Nail Salons"
"CW","Specific","0921","Pet Grooming","Pet Grooming"
"CW","Specific","0921","Pet Training","Pet Training"
"CW","Specific","0921","Photo Finishing Laboratories","Photo Finishing Laboratories"
"CW","Specific","0921","Photographers","Photographers"
"CW","Specific","0921","Printing - Addressing, blueprinting and duplicating services","Printing - Addressing, blueprinting and duplicating services"
"CW","Specific","0921","Schools - Trade or vocational","Schools - Trade or vocational"
"CW","Specific","0921","Shoe Shine Stands","Shoe Shine Stands"
"CW","Specific","0921","Tattoo Parlors","Tattoo Parlors"
"CW","Specific","0921","Teleproduction Studios","Teleproduction Studios"
"CW","Specific","0921","Veterinarian or Veterinary Hospitals","Veterinarian or Veterinary Hospitals"
"CW","Specific","0922","Air Conditioning Systems or Equipment - installation, servicing or repair - no sales or storage","Air Conditioning Systems or Equipment - installation, servicing or repair - no sales or storage"
"CW","Specific","0922","Alarms and Alarm Systems - Installation, servicing or repair only","Alarms and Alarm Systems - Installation, servicing or repair only"
"CW","Specific","0922","Appliances and Accessories - installation, service and/or repair only - Commercial","Appliances and Accessories - installation, service and/or repair only - Commercial"
"CW","Specific","0922","Appliances and Accessories - installation, service and/or repair only - Household type","Appliances and Accessories - installation, service and/or repair only - Household type"
"CW","Specific","0922","Automobile Rustproofing","Automobile Rustproofing"
"CW","Specific","0922","Bicycle Stores - Repair, service or storage with or without sales","Bicycle Stores - Repair, service or storage with or without sales"
"CW","Specific","0922","Bicycles - rented to others","Bicycles - rented to others"
"CW","Specific","0922","Boat Repair and Servicing","Boat Repair and Servicing"
"CW","Specific","0922","Camper or Travel Trailers without Motors; Motor Homes - Sales and repair","Camper or Travel Trailers without Motors; Motor Homes - Sales and repair"
"CW","Specific","0922","Campgrounds - Recreational Vehicle Parks - Laundries for tenants only","Campgrounds - Recreational Vehicle Parks - Laundries for tenants only"
"CW","Specific","0922","Communication Equipment Installation - industrial or commercial - Repair only with no sales or storage","Communication Equipment Installation - industrial or commercial - Repair only with no sales or storage"
"CW","Specific","0922","Computer - Service or Repair","Computer - Service or Repair"
"CW","Specific","0922","Copying and Duplicating Equipment - Repair with no sales or storage","Copying and Duplicating Equipment - Repair with no sales or storage"
"CW","Specific","0922","Cutlery Sharpening","Cutlery Sharpening"
"CW","Specific","0922","Electrical Apparatus - Installation, servicing or repair - With no sales or storage","Electrical Apparatus - Installation, servicing or repair - With no sales or storage"
"CW","Specific","0922","Elevator or Escalator Servicing - Equipment repair only","Elevator or Escalator Servicing - Equipment repair only"
"CW","Specific","0922","Engine or Turbine Repair - not aircraft - small engine repair shops only","Engine or Turbine Repair - not aircraft - small engine repair shops only"
"CW","Specific","0922","Engraving - Other than Photoengraving","Engraving - Other than Photoengraving"
"CW","Specific","0922","Fire Extinguishers - Servicing, refilling or testing","Fire Extinguishers - Servicing, refilling or testing"
"CW","Specific","0922","Furniture or Woodwork Stripping, Painting or Refinishing","Furniture or Woodwork Stripping, Painting or Refinishing"
"CW","Specific","0922","Gunsmiths","Gunsmiths"
