"StateCode","CauseOfLossBusnIncome","TypeOfRisk","EQCovIndicatorBusnIncome","AgreedValueBusnIncome","ExtendedPeriodApplies","DisplayValue","DataValue"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","No","50%","50%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","No","60%","60%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","No","70%","70%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","No","80%","80%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","No","90%","90%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","No","100%","100%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","No","125%","125%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","No","50%","50%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","No","60%","60%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","No","70%","70%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","No","80%","80%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","No","90%","90%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","No","100%","100%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","No","125%","125%"
"CW","Basic","Mining","Yes, Not Included in Blanket","No","No","50%","50%"
"CW","Basic","Mining","Yes, Not Included in Blanket","No","No","60%","60%"
"CW","Basic","Mining","Yes, Not Included in Blanket","No","No","70%","70%"
"CW","Basic","Mining","Yes, Not Included in Blanket","No","No","80%","80%"
"CW","Basic","Mining","Yes, Not Included in Blanket","No","No","90%","90%"
"CW","Basic","Mining","Yes, Not Included in Blanket","No","No","100%","100%"
"CW","Basic","Mining","Yes, Not Included in Blanket","No","No","125%","125%"
"CW","Basic","Mining","Yes, Not Included in Blanket","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Basic","Mining","Yes, Not Included in Blanket","Yes","No","50%","50%"
"CW","Basic","Mining","Yes, Not Included in Blanket","Yes","No","60%","60%"
"CW","Basic","Mining","Yes, Not Included in Blanket","Yes","No","70%","70%"
"CW","Basic","Mining","Yes, Not Included in Blanket","Yes","No","80%","80%"
"CW","Basic","Mining","Yes, Not Included in Blanket","Yes","No","90%","90%"
"CW","Basic","Mining","Yes, Not Included in Blanket","Yes","No","100%","100%"
"CW","Basic","Mining","Yes, Not Included in Blanket","Yes","No","125%","125%"
"CW","Basic","Not Applicable","Yes, Not Included in Blanket","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","No","No","No Coinsurance","No Coinsurance"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","No","No","50%","50%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","No","No","60%","60%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","No","No","70%","70%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","No","No","80%","80%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","No","No","90%","90%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","No","No","100%","100%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","No","No","125%","125%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","Yes","No","50%","50%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","Yes","No","60%","60%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","Yes","No","70%","70%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","Yes","No","80%","80%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","Yes","No","90%","90%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","Yes","No","100%","100%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","Yes","No","125%","125%"
"CW","Basic","Seasonal Leases with Monthly Limit","Yes, Not Included in Blanket","No","No","100%","100%"
"CW","Basic","Seasonal Leases with Monthly Limit","Yes, Not Included in Blanket","Not Applicable","No","100%","100%"
"CW","Basic","Seasonal Leases with Monthly Limit","Yes, Not Included in Blanket","Yes","No","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","No","No Coinsurance","No Coinsurance"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","No","50%","50%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","No","60%","60%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","No","70%","70%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","No","80%","80%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","No","90%","90%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","No","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","No","125%","125%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","No","50%","50%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","No","60%","60%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","No","70%","70%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","No","80%","80%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","No","90%","90%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","No","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","No","125%","125%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","No","No Coinsurance","No Coinsurance"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","No","50%","50%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","No","60%","60%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","No","70%","70%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","No","80%","80%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","No","90%","90%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","No","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","No","125%","125%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","No","50%","50%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","No","60%","60%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","No","70%","70%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","No","80%","80%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","No","90%","90%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","No","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","No","125%","125%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","No","No Coinsurance","No Coinsurance"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","No","50%","50%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","No","60%","60%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","No","70%","70%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","No","80%","80%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","No","90%","90%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","No","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","No","125%","125%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","No","50%","50%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","No","60%","60%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","No","70%","70%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","No","80%","80%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","No","90%","90%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","No","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","No","125%","125%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","No","No Coinsurance","No Coinsurance"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","No","50%","50%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","No","60%","60%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","No","70%","70%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","No","80%","80%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","No","90%","90%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","No","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","No","125%","125%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","No","50%","50%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","No","60%","60%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","No","70%","70%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","No","80%","80%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","No","90%","90%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","No","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","No","125%","125%"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","No","No","50%","50%"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","No","No","60%","60%"
